id;exercise_name;body_part;equipment;target;location;style;difficulty;duration_type;default_sets;default_reps;desc;movement_pattern;duration_unit
1287;weighted front plank;waist;weighted;abs;both;strength_training;beginner;time;1;30;;core;reps
1288;weighted front raise;shoulders;weighted;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
1289;weighted hanging leg-hip raise;waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1290;weighted hyperextension (on stability ball);back;weighted;spine;both;strength_training;intermediate;reps;3;10;;isolation_spine;reps
1291;weighted kneeling step with swing;shoulders;weighted;delts;both;strength_training;beginner;reps;3;10;;lunge;reps
1292;weighted lunge with swing;upper legs;weighted;glutes;both;strength_training;intermediate;reps;3;10;;lunge;reps
1293;weighted muscle up;back;weighted;lats;both;strength_training;advanced;reps;3;10;;isolation_lats;reps
1294;weighted muscle up (on bar);back;weighted;lats;both;strength_training;advanced;reps;3;5;;isolation_lats;reps
1295;weighted one hand pull up;back;weighted;lats;both;strength_training;intermediate;reps;3;10;;vertical_pull;reps
1296;weighted overhead crunch (on stability ball);waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1297;weighted pull-up;back;weighted;lats;both;strength_training;intermediate;reps;3;10;;isolation_lats;reps
1298;weighted round arm;shoulders;weighted;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
1299;weighted russian twist;waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1300;weighted russian twist (legs up);waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1302;weighted seated bicep curl (on stability ball);upper arms;medicine ball;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
1303;weighted seated twist (on stability ball);waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1304;weighted side bend (on stability ball);waist;weighted;abs;both;strength_training;intermediate;reps;3;10;;core;reps
1305;weighted sissy squat;upper legs;weighted;quads;both;strength_training;intermediate;reps;3;10;;squat;reps
1306;weighted squat;upper legs;weighted;glutes;both;strength_training;intermediate;reps;3;10;;squat;reps
1307;weighted standing curl;upper arms;weighted;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
1308;weighted standing hand squeeze;lower arms;weighted;forearms;both;strength_training;intermediate;reps;3;10;;isolation_forearms;reps
1309;weighted straight bar dip;chest;weighted;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1310;weighted stretch lunge;upper legs;weighted;glutes;both;mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1311;weighted svend press;chest;weighted;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1312;weighted three bench dips;upper arms;weighted;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1313;weighted tricep dips;upper arms;weighted;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1314;weighted triceps dip on high parallel bars;upper arms;weighted;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1315;wheel rollerout;waist;wheel roller;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1316;wheel run;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
1317;wide grip pull-up;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1318;wide grip rear pull-up;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1319;wide hand push up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
1320;wide-grip chest dip on high parallel bars;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
1321;wind sprints;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1322;world greatest stretch;upper legs;body weight;hamstrings;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1323;wrist circles;lower arms;body weight;forearms;both;calisthenics;intermediate;reps;3;12;;isolation_forearms;reps
1324;wrist rollerer;lower arms;weighted;forearms;both;strength_training;intermediate;reps;3;10;;isolation_forearms;reps
1325;burpee;waist;body weight;abs;both;hiit;intermediate;time;8;20;;cardio;seconds
1326;jumping jack intervals;full body;body weight;cardiovascular system;both;hiit;beginner;time;8;20;;cardio;seconds
1327;mountain climbers;waist;body weight;abs;both;hiit;intermediate;time;8;20;;cardio;seconds
1328;kettlebell swing intervals;upper legs;kettlebell;glutes;both;hiit, strength_training;intermediate;time;8;20;;cardio;seconds
1329;high knees;full body;body weight;cardiovascular system;both;hiit;beginner;time;8;20;;cardio;seconds
1330;squat thrusts;upper legs;body weight;glutes;both;hiit, calisthenics;intermediate;time;8;20;;cardio;seconds
1331;barbell thruster;shoulders;barbell;delts;both;crossfit, strength_training;intermediate;reps;3;10;;vertical_push;reps
1332;dumbbell snatch;shoulders;dumbbell;delts;both;crossfit, strength_training;intermediate;reps;3;10;;hinge;reps
1333;clean and jerk;upper legs;barbell;quads;both;crossfit, strength_training;advanced;reps;3;10;;compound;reps
1334;wall ball shots;full body;medicine ball;cardiovascular system;both;crossfit, cardio;intermediate;reps;3;10;;compound;reps
1335;box jump overs;full body;body weight;cardiovascular system;both;crossfit, hiit;intermediate;reps;3;10;;cardio;reps
1336;kettlebell clean;upper legs;kettlebell;hamstrings;both;crossfit, strength_training;intermediate;reps;3;10;;compound;reps
1337;downward facing dog;back;body weight;spine;both;yoga, mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1338;warrior ii;upper legs;body weight;hamstrings;both;yoga, mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1339;tree pose;upper legs;body weight;glutes;both;yoga, mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1340;bridge pose;upper legs;body weight;glutes;both;yoga, mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1341;cobra pose;back;body weight;spine;both;yoga, mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1342;child's pose;back;body weight;spine;both;yoga, mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1343;run intervals;full body;body weight;cardiovascular system;both;cardio;beginner;time;1;50;;cardio;minutes
1344;bike intervals;full body;stationary bike;cardiovascular system;gym;cardio;beginner;time;1;50;;cardio;minutes
1345;rowing intervals;full body;leverage machine;cardiovascular system;gym;cardio;beginner;time;1;50;;cardio;minutes
1346;jump rope;full body;rope;cardiovascular system;both;cardio;beginner;time;1;50;;cardio;minutes
1347;stair climb;full body;stepmill machine;cardiovascular system;gym;cardio;beginner;time;1;50;;cardio;minutes
1415;jump squats;upper legs;body weight;glutes;both;hiit;intermediate;time;8;20;;cardio;seconds
1416;kettlebell swings;upper legs;kettlebell;glutes;both;hiit, strength_training;intermediate;time;8;20;;cardio;seconds
1487;thruster;shoulders;barbell;delts;both;crossfit, strength_training;intermediate;reps;3;10;;vertical_push;reps
1489;snatch;shoulders;barbell;delts;both;crossfit, strength_training;advanced;reps;3;10;;hinge;reps
1490;wall ball;full body;medicine ball;cardiovascular system;both;crossfit;intermediate;reps;3;10;;compound;reps
1562;downward dog;back;body weight;spine;both;yoga;beginner;time;2;30;;flexibility;seconds
1653;hamstring stretch;upper legs;body weight;hamstrings;both;mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1654;hip flexor stretch;upper legs;body weight;quads;both;mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1655;calf stretch;lower legs;body weight;calves;both;mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1656;thoracic spine stretch;back;body weight;spine;both;mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1657;shoulder mobility;shoulders;body weight;delts;both;mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1658;glute stretch;upper legs;body weight;glutes;both;mobility_flexibility;beginner;time;2;30;;flexibility;seconds
1659;barbell back squat;upper legs;barbell;glutes;both;strength_training;intermediate;reps;3;10;;squat;reps
1660;glute bridge;upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;hinge;reps
1661;barbell hip thrust;upper legs;barbell;glutes;both;strength_training;intermediate;reps;3;10;;hinge;reps
1662;seated machine chest press;chest;leverage machine;pectorals;gym;strength_training;beginner;reps;3;10;;horizontal_push;reps
1663;seated cable row;back;cable;upper back;gym;strength_training;beginner;reps;3;10;;horizontal_pull;reps
1664;machine row;back;leverage machine;upper back;gym;strength_training;beginner;reps;3;10;;horizontal_pull;reps
1665;barbell standing overhead press;shoulders;barbell;delts;both;strength_training;intermediate;reps;3;10;;vertical_push;reps
1666;machine shoulder press;shoulders;leverage machine;delts;gym;strength_training;beginner;reps;3;10;;vertical_push;reps
1667;lat pulldown;back;cable;lats;gym;strength_training;beginner;reps;3;10;;vertical_pull;reps
1668;assisted pull-up;back;leverage machine;lats;gym;strength_training;beginner;reps;3;10;;vertical_pull;reps
1669;neutral grip lat pulldown;back;cable;lats;gym;strength_training;beginner;reps;3;10;;vertical_pull;reps
1670;reverse lunge;upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;lunge;reps
1671;bulgarian split squat;upper legs;dumbbell;quads;both;strength_training;intermediate;reps;3;10;;lunge;reps
1672;step-up;upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;lunge;reps
1673;plank;waist;body weight;abs;both;calisthenics;beginner;time;1;30;;core;reps
1674;side plank;waist;body weight;abs;both;calisthenics;beginner;time;1;30;;core;reps
1675;lying leg raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1676;hanging knee raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1677;crunch;waist;body weight;abs;both;calisthenics;beginner;reps;3;12;;core;reps
1678;overhead dumbbell extension;upper arms;dumbbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
1679;bodyweight glute bridge;upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;hinge;reps
1680;cable bicep curl (straight bar);upper arms;cable;biceps;gym;strength_training;beginner;reps;3;10;;isolation_biceps;reps
1681;cable glute kickback;upper legs;cable;glutes;gym;strength_training;beginner;reps;3;10;;glute_isolation;reps
1682;dumbbell bicep curl (standing);upper arms;dumbbell;biceps;both;strength_training;beginner;reps;3;10;;isolation_biceps;reps
1683;face pull;shoulders;cable;delts;gym;strength_training;beginner;reps;3;10;;isolation_shoulders;reps
1684;glute kickback machine;upper legs;leverage machine;glutes;gym;strength_training;beginner;reps;3;10;;glute_isolation;reps
1685;hip abduction machine;upper legs;leverage machine;abductors;gym;strength_training;beginner;reps;3;10;;glute_isolation;reps
1686;kettlebell good morning;upper legs;kettlebell;hamstrings;both;strength_training;beginner;reps;3;10;;hinge;reps
1687;lat pulldown (neutral grip);back;cable;lats;gym;strength_training;beginner;reps;3;10;;vertical_pull;reps
1688;lat pulldown (underhand grip);back;cable;lats;gym;strength_training;beginner;reps;3;10;;vertical_pull;reps
1689;leg extension;upper legs;leverage machine;quads;gym;strength_training;beginner;reps;3;10;;isolation_quads;reps
1690;lying leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;beginner;reps;3;10;;isolation_hamstrings;reps
1691;machine bicep curl;upper arms;leverage machine;biceps;gym;strength_training;beginner;reps;3;10;;isolation_biceps;reps
1692;machine lateral raise;shoulders;leverage machine;delts;gym;strength_training;beginner;reps;3;10;;isolation_shoulders;reps
1693;machine reverse fly;shoulders;leverage machine;delts;gym;strength_training;beginner;reps;3;10;;isolation_shoulders;reps
1694;seated bent-over dumbbell raise;shoulders;dumbbell;delts;both;strength_training;beginner;reps;3;10;;isolation_shoulders;reps
1695;seated dumbbell overhead press;shoulders;dumbbell;delts;both;strength_training;beginner;reps;3;10;;vertical_push;reps
1696;seated leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;beginner;reps;3;10;;isolation_hamstrings;reps
1697;seated machine shoulder press;shoulders;leverage machine;delts;gym;strength_training;beginner;reps;3;10;;vertical_push;reps
1698;stability ball leg curl;upper legs;stability ball;hamstrings;both;strength_training;beginner;reps;3;10;;isolation_hamstrings;reps
1699;single leg leg extension;upper legs;leverage machine;quads;gym;strength_training;beginner;reps;3;10;;isolation_quads;reps
1700;band leg extension;upper legs;band;quads;both;strength_training;beginner;reps;3;10;;isolation_quads;reps
1701;dumbbell thruster;shoulders;dumbbell;delts;both;crossfit, strength_training;intermediate;reps;3;10;;compound;reps
1702;weighted glute kickback;upper legs;weighted;glutes;both;strength_training;advanced;reps;3;10;;glute_isolation;reps
1703;single leg cable glute kickback;upper legs;cable;glutes;gym;strength_training;advanced;reps;3;10;;glute_isolation;reps
1704;weighted hip abduction;upper legs;weighted;abductors;both;strength_training;advanced;reps;3;10;;glute_isolation;reps
